	astro|GSM1901309|8yo_ctx	astro|GSM1901310|13yo_ctx	astro|GSM1901314|35yo_ctx	astro|GSM1901317|53yo_ctx	myeloid|GSM1901339|45yo_ctx	myeloid|GSM1901340|51yo_ctx	myeloid|GSM1901341|63_yo_ctx	oligo|GSM1901334|22yo_ctx	oligo|GSM1901335|63yo_ctx_A	oligo|GSM1901337|47yo_ctx	dopamine|GSM2027430|VTA	dopamine|GSM2027431|VTA	dopamine|GSM2027423|SNc	motor|88_Control_GSM1977034	motor|GSM2027414|spinal	motor|Spinal_motor_neuron_control_rep5_GSM3615504
ENSG00000254891.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254892.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254893.6	0	0	0.69	0	0	0	0	0	0	0	1.21	5.62	11.16	0.74	0	0
ENSG00000254894.1	24.09	23.51	35.89	31.45	5.4	0	2.63	1.5	1.58	2.32	0.44	0	6.26	6.98	18.69	7.28
ENSG00000254895.2	0	0	2.29	0	0	0	0	0	0	1.11	0	0	0	0	0	0
ENSG00000254896.1	0	0	0	0	0	0	0.29	0.41	0	0	0	0	0	1	0	0
ENSG00000254897.1	0	0.25	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254898.1	0	0.68	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0
ENSG00000254900.1	0	0.46	2.55	0	0	0.52	0.59	0	0	0	0	0	0	0	0	0
ENSG00000254901.8	1.94	3.44	1.09	0.92	0	1.02	2.81	0	1.37	0	65	299.25	308	32	66	105
ENSG00000254902.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254903.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254905.1	0	0	0	0.98	0	0	0	0	0	0	2.42	1	2.33	6.28	0	7
ENSG00000254906.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254907.1	0	0	0	0.94	1.63	0.59	0.34	0	0	0	0	0	0	0	0	0
ENSG00000254909.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254910.1	7.88	2.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254911.3	0	5.24	5.68	0	0	0	0	0	0	2.78	0	0	0	402.72	3.3	0
ENSG00000254912.2	0	0.56	0	0	0	0	0	0	0.68	0	0	0	0	17	0	0
ENSG00000254913.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254914.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254915.1	2.33	0	0	0	0	1.69	1.8	0	0	0	0	0	0	0	0	0
ENSG00000254916.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254917.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000254919.1	0	0	0.84	0	0	0	0	0	1.32	1.02	0	0	0	0	0	0
ENSG00000254920.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254921.1	0	0.89	0	0	0	0.28	0	0	0	0	0	0	0	0	0	0
ENSG00000254923.1	0.26	0	0	3.56	0	0	0	0	0.46	0	0	0	0	0	0	0
ENSG00000254924.2	0	0	0	7.92	0	1.5	0	0	1.48	0	0	0	0	0	0	0
ENSG00000254925.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254926.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254927.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254928.1	0	0	0.09	1.37	6.28	0	1.33	3.21	1.03	2.71	0	0	0	0	0	0
ENSG00000254929.6	12.22	10.98	16.18	14.67	8.45	5.79	4.82	10.89	7.12	4.43	0	0	1.37	0.1	1.19	0
ENSG00000254930.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254931.2	0.4	0.24	1.35	0.86	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000254932.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254933.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254934.5	0	0	0	0	0	0	0	0	0.26	0	0	0	0	0	0	0
ENSG00000254935.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254936.4	0	0.8	1.66	0.52	0.61	0	0.13	0.37	0	0.27	3	10	0	0	0	0
ENSG00000254937.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254938.1	0	0	0.78	0	0	0	0	0	0	0	1	7	3	0	0	0
ENSG00000254939.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09	0	0
ENSG00000254940.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254941.1	11.23	5.2	3.13	4.12	0	1.65	0	0	0.98	0	0	0	0	0	0	0
ENSG00000254942.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254943.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254944.1	0	0	0	0	0	0	0	0	0	0	0	0	0	12.29	0	2.06
ENSG00000254946.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254947.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254948.1	0	0.87	0.4	0	0	0.24	0.28	0	0	0	0	0	0	0	0	0
ENSG00000254949.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254951.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254952.1	0	0	0	0	0	0.96	0	0	0	0	0	0	0	0	0	0
ENSG00000254953.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254954.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254957.1	0	0	1.67	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254959.6	4.19	0.08	2.18	0.81	0	0	0	0	0	0	0	0	0	4.37	0	0
ENSG00000254960.2	0	0	0	0	0	0	0	0	0	0	8	5	3	0	0	0
ENSG00000254961.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254963.1	0	0	0	0	0	0	0	0	0	0	0.71	0	0	0.44	0	0
ENSG00000254964.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254965.1	0	0	0	0	0	2.9	1.07	0	0	0	0	0	0	0	0	0
ENSG00000254966.1	0.38	0.23	2.11	0	0	0.51	0.89	0	0	0	0	2	0	2	14	0
ENSG00000254968.7	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
ENSG00000254971.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254972.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254973.2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1
ENSG00000254974.1	0	0	0	6.34	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254975.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254976.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254978.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254979.5	0	0	0	0	0	0	0.65	0	0	0	0	0	0	0	0	0
ENSG00000254980.1	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254983.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254984.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254985.1	0	1.71	0	3.85	2.65	0.47	1.09	0	0.43	0	0	0	0	2	0	0
ENSG00000254986.7	2.04	4.7	1.51	0.97	0.76	1.54	2.81	1.14	0.98	1.8	12.87	44	31	22	8	31
ENSG00000254987.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254988.1	0	0	0	0	0	0.47	0.54	0	0	0	0	0	0	0	0	0
ENSG00000254989.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254990.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254991.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254992.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254993.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254995.4	0.99	0.39	0.43	0.32	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254996.5	4.79	11.11	15.01	5.96	4.67	6.51	1.81	0.31	1.31	1.24	1.7	0	1.75	0	0	1
ENSG00000254997.3	0.27	0.82	0	1.16	0	0.18	0.21	0	0.16	0	0	0	0	0	0	0
ENSG00000254999.4	27.96	30.69	42.48	35.73	57.77	64.59	72.93	59.9	33.33	37.08	136	178	213	788	87	159
ENSG00000255000.1	1.22	0	0	1.31	0	0	0.72	0	0	0	0	0	0	0	0	0
ENSG00000255001.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255002.2	0.24	1.84	3.98	0.82	0	0	0	0	0.24	0	0	0	0	0	0	0
ENSG00000255003.1	0	2.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255004.1	46.53	48.73	53.92	97.11	0	0	0.69	0.98	0	0	0	0	0	0	0	0
ENSG00000255005.1	0	0	0	1.17	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255006.1	0	0	0	0	0	0	0	8.21	0	0	0	0	0	0	0	0
ENSG00000255007.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255008.3	0	0	0	0	0	0	0.47	0	0.12	0	1	0	0	0	2	0
ENSG00000255009.4	0	0	0	0	0	0	0	0	0	0.42	0	0	0	0	0	0
ENSG00000255010.1	0	0	1.99	0	0	0.97	0	0	0	0	0	0	0	0	0	0
ENSG00000255011.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255012.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255014.1	0	0.43	0	0	0	0	0	0	0.44	0	0	0	0	0	1.08	5.01
ENSG00000255015.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255016.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255018.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255019.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255020.1	1.97	3.09	5.69	0.6	0	0	0	1.25	0.17	0.91	1	4	7	115	7	10
ENSG00000255021.1	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0
ENSG00000255022.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255025.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255026.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255027.2	0	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255028.5	0	0.46	0.47	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255029.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255030.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255031.5	1.84	3.36	1.96	3.02	0	2.82	4.26	1.93	1.07	3.67	19.27	74.01	92.49	141.81	46	48
ENSG00000255032.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255033.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255035.2	0	0.51	0	0.92	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255036.6	1.07	1.04	2.18	1.52	0.45	0.58	0.45	0.37	0.92	0.49	0	5.41	0	0	0	0
ENSG00000255037.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255038.1	0.84	0	0	0	0	0.41	0	0	0	0	0	0	0	0	0	0
ENSG00000255039.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255040.1	1.69	8.45	10.24	2.19	103.9	55.96	22.4	1.5	0	0	0	0	0	2.04	0	0
ENSG00000255041.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255042.3	0	0	0	0	4.73	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255043.1	0.9	1.14	1.19	2.58	7.53	1.97	2.8	1.27	0.34	1.05	0	1	0	0	0	0
ENSG00000255045.1	0	0	2.35	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000255046.1	0	0	0	0	0	0	0.33	0	0	0	0	4	14	0	28	10
ENSG00000255047.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000255048.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255050.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255051.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255052.5	11.35	13.88	11.93	21.13	0.9	0.96	0.44	0.54	4.14	15.07	9.89	8.94	39.09	12.35	0	0.21
ENSG00000255053.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255054.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255055.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255057.1	0	0	0	0	0	0.17	0.41	0	0.31	0	0	0	0	0	0	0
ENSG00000255058.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255059.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255060.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255062.1	0	0	0	0	4	0	0	1.15	0	1.95	0	0	4	8.61	7.55	0
ENSG00000255063.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255065.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000255067.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255070.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255071.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255072.1	0	0	0	14.52	14.33	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255073.8	1.37	9.69	1.95	0	5.46	4.68	5.7	0.56	17.21	1.47	0	0	0	0	0	0
ENSG00000255074.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255075.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255076.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255077.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255078.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255079.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255081.1	0	0	0	0	0	0.64	0	0	0	0	0	0	0	1	0	0
ENSG00000255082.1	0	0.17	0.5	0.3	0	0.02	0.01	0	0	0	36.46	127	199.13	70.09	4	1
ENSG00000255083.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255084.1	0	0	0	0	0	0	1.16	0	0	0	0	0	0	0	0	0
ENSG00000255085.8	3.59	2.9	20.08	6.75	0	0	0	3.42	3.96	3.17	0	0	0	0	0	0
ENSG00000255086.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255087.4	0	1.27	0	0	0	0	0.09	0.56	0	0	0	0	0	0	0	1
ENSG00000255088.1	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0	0	0
ENSG00000255089.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255091.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255092.1	0	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000255093.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255094.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255095.2	0	0.35	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000255096.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255097.1	0	0	1.58	0	0	0	1.1	0	0.44	1.15	0	0	1	0	0	0
ENSG00000255099.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255100.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255101.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255102.1	0	0	0	0	0	0	0.69	0	0	0	0	0	0	0	0	0
ENSG00000255104.8	0	0	0	0	0	0	0	0	0.23	0	0	0	0	0	0	0
ENSG00000255105.1	0	0	0	0	0	0	0	0	0	0	0	8	2	4	0	0
ENSG00000255106.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255107.1	0	0.14	0	0	0	0	0	0	0	0	0	4.15	0	0	0	0
ENSG00000255108.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255109.6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000255110.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255111.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255112.2	10.73	14.83	33.07	15.38	32.31	33.11	59.23	10.85	11.06	9.58	215.36	523.26	365.47	273.95	61.45	99
ENSG00000255113.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255114.1	0	0	0	0	0	0.3	3.19	0	0	0	186.55	578.37	479.45	29.49	51	66
ENSG00000255115.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255116.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255117.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255118.1	0	0	0	0	0	0	0	0	0	0	1.08	0	0	0	0	0
ENSG00000255119.1	0	0.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255120.5	0.93	0	1.06	0	0	0	0	0	0	0	0	0	0	0	8	0
ENSG00000255121.2	0.22	0.88	1.96	0.23	0	0.29	0.17	0	0.43	0	0	0	4.01	0	0	0
ENSG00000255122.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255123.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255126.1	72.34	99.41	100.16	66.32	0	0.74	0.47	3.34	6.58	0.62	60.23	121.74	149.12	68.36	73.09	11.37
ENSG00000255127.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255128.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255129.6	0	3.1	2.31	1.79	0	0.63	0	2.57	1.85	1.31	75.96	213.4	137.1	3	25.61	26.2
ENSG00000255130.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255131.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255132.1	0	0.83	0	0	0	0	0	1.48	0	0	0	0	0	1	0	0
ENSG00000255133.2	0	0.11	0	0	0	0.12	0.29	0	0	0	0	0	0	1	0	0
ENSG00000255134.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255135.4	7.98	9.38	22.45	9.9	1.78	1.3	3.34	5.62	8.26	2.08	1	5	9	5	6	0
ENSG00000255136.3	0.46	0.08	0.85	0.61	7.22	4.28	2.5	0.44	0.08	0.27	0	0	0	1	0	0
ENSG00000255138.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255139.2	3.15	0	1.43	5.59	16.25	1.29	2.48	1.4	0	0	0	0	0	1	0	0
ENSG00000255140.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255141.1	0	0.72	0	0	1.47	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255142.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255143.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000255144.1	0	0	0	0	5.75	6.01	1.11	3.13	0	0	0	0	0	0	0	0
ENSG00000255145.3	0.89	2.49	0.2	3.21	1.99	0.59	0.42	1.32	0.42	1.43	0	5	4	1	0	0
ENSG00000255146.1	0.6	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255147.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255148.2	6.42	7.07	8.08	9.56	2.75	0	1.12	1.58	0	1.17	0	0	0	1	0	0
ENSG00000255149.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255150.2	0	1.09	6.95	3.2	5.21	1.88	2.06	0.45	0.96	0.32	6	20	22	2	0	1
ENSG00000255151.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255152.8	0	0.27	0	1.66	2.97	0.52	0.63	1.11	0.03	0	1.86	7.43	19.48	5	9.28	25
ENSG00000255153.1	0.34	1.46	0.39	0.74	1.29	0	0.54	0.76	1.24	1.11	3	14	5	8	0	4
ENSG00000255154.7	6.34	0.33	10.77	5.03	8.94	3.41	3.98	0	0.99	3.76	13.61	73.03	18.77	19.91	5.93	8.86
ENSG00000255155.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255156.1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ENSG00000255157.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255158.1	0	0	0	0.38	0	0.72	0.56	0	0	0	0	0	0	0	0	0
ENSG00000255159.1	0	0.71	1.04	1.27	0	0	0	0	0.24	0	0	1.87	0	0	5	0
ENSG00000255160.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255161.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255162.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255163.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255164.1	0	0	0	0	0	0	0	0	0	3.51	0	0	0	0	0	0
ENSG00000255165.1	1.91	0.6	3.26	1.09	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255166.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255167.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255169.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255170.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255171.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000255172.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255173.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255174.1	0	0	0	0	0	0.97	0	0	0	0	0	0	0	0	0	0
ENSG00000255175.6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000255176.1	0.85	0	0.48	2.5	0	0	0.17	0.47	2.93	0	0	0	0	2	0	0
ENSG00000255177.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255178.1	0	0	0	0.59	0	0.12	0	0	0	0	0	0	0	0	0	0
ENSG00000255179.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255181.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255182.2	0.1	0	0.23	0.08	0	0	0	0	0	0	0	1	3.75	0	0	0
ENSG00000255183.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255184.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255185.5	2.66	4.31	4.5	3.49	7.37	3.62	6.46	3.94	1.08	0	0	4.45	13	2	0	5.7
ENSG00000255186.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255187.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255188.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255189.1	0	0	0	0	0.67	0.24	0	0	0	0.58	0	0	0	0	0	0
ENSG00000255190.2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSG00000255191.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255192.5	1.41	4.62	2.77	6.46	0	0	0	0.42	0.23	0	0	0	0	0	0	0
ENSG00000255193.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255196.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255197.6	2.66	1.4	1.35	0.4	19.56	30.33	26.11	1.7	1.22	0.81	0	5	3	6	0	0
ENSG00000255198.4	6.53	8.57	0	0	0	0	0	0	0	0	15	35	41	0	2	4
ENSG00000255199.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255200.1	0	0	1.12	0.12	0	0	0	0	0	0.19	0	2.17	9.85	0	0	20.36
ENSG00000255201.1	2.27	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
ENSG00000255202.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26	0	0
ENSG00000255203.1	0	0.45	0.41	0	0	0	0	0	0.22	0	0	0	0	0	0	0
ENSG00000255204.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255205.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255206.1	0.88	1.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255207.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255209.1	0	0	0	0	0	0	0	1.77	0	0	0	0	0	1	0	0
ENSG00000255210.1	0	0	0	0	0	0	0	0	0.36	0	0	0	1	0	0	0
ENSG00000255211.1	0	0	0	0	0	0	0	0	0.34	0	0	0	0	0	0	0
ENSG00000255213.1	0	0	0	0.41	0	0	0	0	0	0	0	0	0	6.4	0	0
ENSG00000255214.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255215.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255216.2	0	0	0	0.13	0	0	0.05	0.5	1.48	0.59	0	0	0	1	0	0
ENSG00000255217.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255218.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255219.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000255220.1	0	0.14	0.26	0.73	0.85	0.46	0.72	1.53	2.2	0	0	0	0	0	0	0
ENSG00000255221.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255222.1	0	0.75	1.85	0	1.55	1.67	1.62	0	0.25	0	0	0	0	0	0	0
ENSG00000255223.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255224.1	0	0.87	1.87	0	0	0	0.38	0	0.29	0	2	7	9.26	2	1	0
ENSG00000255225.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
